type,bg,char,avatar,name,text
dialog,images/bg_qingong.png,,images/avatar_Yangjian.png,你（杨坚）,这个伽罗……把宫中美人全赶走，说什么“勤俭节约”
dialog,images/bg_qingong.png,,images/avatar_Yangjian.png,你（杨坚）,当然，节约也没错……但朕贵为天子，就不能偶尔享受享受吗？
dialog,images/bg_qingong.png,,images/avatar_Yangjian.png,你（杨坚）,嘿嘿，你说是吧，尉迟爱姬~
dialog,images/bg_qingong.png,,,,你又推了推美人的后背
dialog,images/bg_qingong.png,,,,她依旧没有反应
dialog,images/bg_qingong.png,,images/avatar_Yangjian.png,你（杨坚）,？
dialog,images/bg_qingong.png,,,,她的背十分冰冷，令你不安。你抓住她的肩膀，将正脸翻过来
dialog,images/bg_qingong.png,,images/avatar_Yangjian.png,你（杨坚）,！
dialog,images/bg_jian.png,,,,美人面无血色，双眼瞪着你，下腹般红，床上的鲜血已然结硬成块
dialog,images/bg_jian.png,,,,独孤信的随身佩剑，大婚之日，独孤信送你的贺礼
dialog,images/bg_jian.png,,,,当时，你与独孤伽罗执手立约：
dialog,images/bg_jian.png,,,,“终身无异生之子”
dialog,images/bg_jiedao.png,,,,
dialog,images/bg_jiedao.png,,,,清晨，空荡荡的大街上，杨素与高颎正前往皇宫
dialog,images/bg_jiedao.png,,,,因为意见争执太大，二人决定步行入宫，一边走路、一边讨论
dialog,images/bg_jiedao.png,,images/avatar_Gaojiong.png,高颎,江北地寒，田收差晚，江南土热，水田早熟
dialog,images/bg_jiedao.png,,images/avatar_Gaojiong.png,高颎,应于收积之际，稍微出兵袭扰，引其屯兵御守，从而废其农时
dialog,images/bg_jiedao.png,,images/avatar_Gaojiong.png,高颎,如此便能徐徐图之
dialog,images/bg_jiedao.png,,images/avatar_Yangsu.png,杨素,高大夫，此言差关。江南歉收，地方会出现大量流民、盗匪
dialog,images/bg_jiedao.png,,images/avatar_Yangsu.png,杨素,若即便我军能占领陈国土地，那流民盗匪却需要大量人手去镇压
dialog,images/bg_jiedao.png,,images/avatar_Yangsu.png,杨素,不如集中优势兵力，直取建康，一战定胜负
dialog,images/bg_jiedao.png,,images/avatar_Gaojiong.png,高颎,风险太高，风险太高……
dialog,images/bg_jiedao.png,,,,两人边聊边走。大街转角，一男子乘马从道旁冲出，身染鲜血，手持利剑，大吼大叫
dialog,images/bg_jiedao.png,,,,吓得高、杨二人扑倒躲避
dialog,images/bg_jiedao.png,,images/avatar_Yangjian.png,你（杨坚）,哇啊啊啊啊！
dialog,images/bg_jiedao.png,,images/avatar_Yangjian.png,你（杨坚）,朕不想活啦！
dialog,images/bg_jiedao.png,,images/avatar_Yangsu.png,杨素,呃……高大夫，刚才那人，好像是……
dialog,images/bg_jiedao.png,,images/avatar_Gaojiong.png,高颎,不，应该是他……
dialog,images/bg_jiedao.png,,,,你乘马疾奔而过，冲向城门，高、杨二人赶紧追赶过去
dialog,images/bg_shanzhong.png,,,,山谷间，高频和杨素终于追上孤身一人的你
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,陛下，臣……臣救驾来迟，请陛下恕罪
dialog,images/bg_shanzhong.png,,,,你沉默以对，杨素半跪在一旁，脸色发白
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,请陛下回宫
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,朕不回
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,请天子归位
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,朕不回！
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,这……
dialog,images/bg_shanzhong.png,,,,待杨素气息平稳，示意高频退后
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,陛下，刚才发生什么事了？为何您一人负气出走？又为何身染鲜血？
dialog,images/bg_shanzhong.png,,,,你将今早发生的事全盘托出，然后滔滔不绝地表达你对独孤伽罗的不满
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,你们说，为了国家，朕……朕容易吗？
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,……
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,……
dialog,images/bg_shanzhong.png,,,,杨素和高频对视一眼，互相推诿，谁也不愿先开口
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,你们说话啊？！
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,咳咳……陛下，您是为国家，这当然不错。但……但皇后也是为国家着想啊
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,她为国家着想？她夜晚偷偷溜进来，杀掉朕的枕边人，如此恶劣阴狠的行径，也是为国家？！
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,陛下息怒，陛下息怒..皇后陛下的办事方式或许有些急躁，但……
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,但正因为如此，方能显示她忧心忧国
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,此话怎讲？
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,尉迟氏是叛臣尉迟迥的孙女。尉迟迥一族忠心宇文氏，而反叛杨氏
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,,若尉迟迥的后人因陛下恩幸而受优待，天命更易前后一直支持陛下的家族们，将如何看待此事？
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,这……这……
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,再者，皇子、公主都是您与独孤氏的嫡传子嗣，如果尉迟氏怀孕，甚至诞下您的子嗣
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,若干年后，国家将由谁继承？
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,这……这……
dialog,images/bg_shanzhong.png,,,,你自知杨素的发言有道理，却不愿认同，于是往地上一摊
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,唉……朕逐渐衰老，伽罗也衰老了。年轻时光一去不返，快活日子越来越少
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,朕贵为天子，连享乐的自由都没有吗？！朕只想逃避一会儿，就一小会儿!
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,陛下！听臣一言！
dialog,images/bg_shanzhong.png,,,,一直沉默的高频突然爆发，将你从地上拽起来
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,身为天子……必须“不自由”！
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,天子是君之样，夫之样，父之样，华夏表率。您必须达到“仁君”、“慈父”的境界，即便做不到，也要努力靠近
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,不顾全大局，纵情享乐，太子和皇子们如何效仿你？臣下们如何效仿你？
dialog,images/bg_shanzhong.png,,images/avatar_Gaojiong.png,高颎,任意妄为，国作不久。切勿因一妇人而轻天下啊！
dialog,images/bg_shanzhong.png,,images/avatar_Yangjian.png,你（杨坚）,……
dialog,images/bg_shanzhong.png,,,,杨素轻声道
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,陛下，恕臣失言——
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,我们……可不是为享乐，才支持您夺取天下的
dialog,images/bg_shanzhong.png,,images/avatar_Yangsu.png,杨素,当年，您夺取天下时，直面宇文赟的杀意，可曾“逃避”吗？
dialog,images/bg_shanzhong.png,,,,你心中一震
dialog,images/bg_shanzhong.png,,,,高颎、杨素见你神情已定，不再说话，只是静静在旁等候
dialog,images/bg_shanzhong_shenye.png,,,,三人驻马良久，天色渐晚
dialog,images/bg_shanzhong_shenye.png,,images/avatar_Yangjian.png,你（杨坚）,回去吧
dialog,images/bg_shanzhong_shenye.png,,,,高、杨二人大喜
dialog,images/bg_shanzhong_shenye.png,,,高颎、杨素,臣恭迎天子归国！
dialog,images/bg_shanzhong_shenye.png,,,,
dialog,images/bg_gongzhong_shenye.png,,,,回到宫中，已是深夜
dialog,images/bg_gongzhong_shenye.png,,,,独孤伽罗在大殿门前独自徘徊，不知她等了多久
dialog,images/bg_gongzhong_shenye.png,,images/avatar_Tagara.png,独孤伽罗,！！！
dialog,images/bg_gongzhong_shenye.png,,,,见到你的身影，独孤伽罗飞奔过来
dialog,images/bg_gongzhong_shenye_Tagara.png,,images/avatar_Yangjian.png,你（杨坚）,伽罗，我……
dialog,images/bg_gongzhong_shenye_Tagara.png,,images/avatar_Tagara.png,独孤伽罗,混账！
dialog,images/bg_gongzhong_shenye_Tagara.png,,,,她一巴掌甩在你脸上
dialog,images/bg_gongzhong_shenye_Tagara.png,,images/avatar_Yangjian.png,你（杨坚）,哎呦！等等，我……
dialog,images/bg_gongzhong_shenye_Tagara.png,,,,你来不及道歉，也来不及疼痛，独孤伽罗就扑到你怀中
dialog,images/bg_gongzhong_shenye_Tagara.png,,images/avatar_Tagara.png,独孤伽罗,陛下，臣妾知错了……
dialog,images/bg_gongzhong_shenye_Tagara.png,,images/avatar_Tagara.png,独孤伽罗,请陛下不要抛弃我……
dialog,images/bg_gongzhong_shenye_Tagara.png,,,,你将独孤伽罗扶起来，方觉她泪痕已深
dialog,images/bg_gongzhong_shenye_Tagara.png,,,,脸颊很痛，火辣辣的痛
dialog,images/bg_gongzhong_shenye.png,,,,一夜无话
dialog,images/bg_anji.png,,images/avatar_Yangjian.png,你（杨坚）,我依稀记得伽罗的临终遗言——
dialog,images/bg_anji.png,,images/avatar_Yangjian.png,你（杨坚）,“愿来世得做平凡夫妇，不复生帝王之家”
dialog,images/bg_anji.png,,images/avatar_Yangjian.png,你（杨坚）,唉，我与伽罗少年相识，牵绊一生，既是一种缘分，也是一种厄运
dialog,images/bg_anji.png,,images/avatar_Yangjian.png,你（杨坚）,只是不知她更倒霉，还是我更倒霉，哈哈哈……
dialog,images/bg_anji.png,,images/avatar_Yangjian.png,你（杨坚）,伽罗，我死后将与你合葬。魂其有知，愿你我相见于地下
dialog,images/bg_anji.png,,,,
end,,,,,
